"lam","U","duration"
100,2659565.9886309,0.0205599216701992
1000,27061.0916464621,0.0204881154709944
2500,4453.89113129738,0.0204270115228439
5000,1165.1879059085,0.020479366755274
7500,540.847348796257,0.0203933156931106
10000,317.156224835679,0.0203827538934111
