"lam","U"
100,4999.177
1000,499.177056817852
2000,249.594770869989
3000,166.394221974179
4000,124.794578463537
5000,99.8357846969438
6000,83.1980438215017
7000,71.3113249897854
8000,62.3974006045871
9000,55.4644116190493
10000,49.9179008798073
