"lam","U","duration"
100,674658947695893,0.0236795994363909
1000,6754389120962.25,0.023761280088283
2500,1082784189825.01,0.023674460866523
5000,271564924593.731,0.0237350110619064
7500,121082470497.174,0.0237074224045615
10000,68326987163.2364,0.0237921205451827
